id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,164,271,65,06:45:00,19:35:00
AN,356,501,122,05:56:00,12:32:00
CA,167,294,0,05:56:00,10:47:00
CE,176,322,0,05:56:00,13:36:00
CY,269,390,47,06:45:00,12:32:00
MA,100,250,0,05:56:00,12:17:00
PA,67,92,39,07:55:00,11:36:00
PB,181,199,151,06:45:00,18:00:00
SJ,322,393,175,23:27:00,10:57:00
TE,78,104,48,03:25:00,12:55:00
