dato,id,libres
OCUPACION,AL,170
OCUPACION,MA,9
OCUPACION,CA,11
OCUPACION,PA,54
OCUPACION,AN,222
OCUPACION,TE,74
OCUPACION,CE,52
OCUPACION,CY,60
OCUPACION,SJ,184
OCUPACION,PB,168
