id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,166,279,49,06:49:00,20:25:00
AN,362,507,98,02:10:00,12:55:00
CA,169,296,2,05:47:00,12:14:00
CE,210,323,0,23:55:00,12:35:00
CY,280,367,76,05:47:00,12:14:00
MA,128,253,0,04:37:00,11:37:00
PA,45,71,6,00:12:00,11:57:00
PB,196,225,163,07:00:00,11:57:00
SJ,328,395,170,22:27:00,11:47:00
TE,86,115,46,06:16:00,12:55:00
