id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,78,188,0,06:45:00,21:37:00
AN,371,499,190,06:55:00,13:14:00
CA,141,253,5,07:17:00,11:16:00
CE,222,329,36,04:30:00,12:55:00
CY,314,389,184,06:55:00,12:16:00
MA,92,247,0,05:45:00,10:55:00
PA,55,79,2,07:55:00,12:35:00
PB,163,203,87,07:35:00,22:21:00
SJ,335,391,212,04:56:00,11:55:00
TE,66,105,17,06:55:00,13:14:00
