id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,148,275,50,06:46:00,21:35:00
AN,367,500,155,04:02:00,12:20:00
CA,140,274,1,01:46:00,12:20:00
CE,182,285,1,03:10:00,12:20:00
CY,286,389,113,05:48:00,11:16:00
MA,96,251,0,04:45:00,10:18:00
PA,62,88,28,07:45:00,11:48:00
PB,170,209,82,07:16:00,22:47:00
SJ,326,402,180,23:57:00,10:55:00
TE,68,106,33,00:21:00,13:14:00
