id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,197,301,84,06:17:00,20:25:00
AN,368,510,104,04:38:00,12:11:00
CA,189,313,8,04:16:00,12:25:00
CE,223,332,36,02:23:00,12:35:00
CY,251,375,35,03:10:00,11:55:00
MA,129,253,0,07:17:00,10:46:00
PA,63,87,24,07:55:00,11:17:00
PB,195,226,161,00:19:00,12:35:00
SJ,318,393,148,00:19:00,10:36:00
TE,92,130,54,06:17:00,10:36:00
