poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,234,-1,247,-1,23:45:00,207,-1,00:48:00
2,Cervantes,-1,224,-1,306,-1,05:45:00,116,-1,12:55:00
3,El Palo,-1,47,-1,86,-1,08:35:00,16,-1,15:46:00
4,Av. de Andalucía,-1,410,-1,516,-1,05:45:00,253,-1,12:55:00
5,Camas,-1,134,-1,233,-1,04:45:00,0,-1,12:55:00
6,Cruz De Humilladero,100,71,-1,86,-1,21:30:00,49,-1,12:45:00
8,Alcazaba,-1,125,-1,250,-1,06:55:00,1,-1,22:12:00
9,San Juan De La Cruz,410,362,-1,407,-1,22:56:00,271,-1,10:49:00
10,Pz. de la Marina,324,97,-1,230,-1,06:55:00,0,-1,22:25:00
12,Tejón y Rodriguez,-1,74,-1,99,-1,06:45:00,49,-1,23:45:00
138,El Carmen,-1,-1,-1,-1,-1,07:26:00,-1,-1,07:26:00
139,Mármoles,-1,-1,-1,-1,-1,07:26:00,-1,-1,07:26:00
140,El Limonar,161,-1,-1,-1,-1,07:26:00,-1,-1,07:26:00
142,Bailén,-1,-1,-1,-1,-1,07:26:00,-1,-1,07:26:00
