id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,146,298,0,05:22:00,20:00:00
AN,359,512,116,02:14:00,12:48:00
CA,130,287,0,06:27:00,10:58:00
CE,198,329,21,00:57:00,12:48:00
CY,259,383,32,05:45:00,11:39:00
MA,102,249,0,05:22:00,11:18:00
PA,70,94,36,07:47:00,12:27:00
PB,181,210,145,08:35:00,14:15:00
SJ,321,392,186,00:17:00,10:58:00
TE,83,119,45,06:27:00,20:26:00
