dato,id,libres
OCUPACION,AL,275
OCUPACION,MA,216
OCUPACION,CA,302
OCUPACION,PA,66
OCUPACION,AN,384
OCUPACION,TE,94
OCUPACION,CE,295
OCUPACION,CY,353
OCUPACION,SJ,396
OCUPACION,PB,161
