dato,id,libres
OCUPACION,AL,82
OCUPACION,MA,1
OCUPACION,CA,2
OCUPACION,PA,33
OCUPACION,AN,292
OCUPACION,TE,58
OCUPACION,CE,244
OCUPACION,CY,318
OCUPACION,SJ,381
OCUPACION,PB,56
