id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,188,297,67,04:13:00,12:55:00
AN,365,490,128,00:18:00,11:56:00
CA,166,296,0,00:28:00,11:35:00
CE,223,348,21,04:57:00,12:35:00
CY,248,364,41,04:25:00,11:56:00
MA,121,255,0,03:21:00,10:18:00
PA,56,83,20,02:17:00,11:35:00
PB,186,211,148,02:57:00,10:58:00
SJ,319,394,150,00:18:00,12:45:00
TE,91,127,43,06:49:00,11:56:00
