poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,17:31:00,241,-1,17:31:00
2,Cervantes,-1,262,-1,304,-1,08:35:00,151,-1,14:39:00
3,El Palo,-1,74,-1,83,-1,20:45:00,54,-1,14:59:00
4,Av. de Andalucía,-1,472,-1,506,-1,23:27:00,373,-1,13:24:00
5,Camas,-1,181,-1,268,-1,23:57:00,17,-1,12:35:00
6,Cruz De Humilladero,100,88,-1,96,-1,01:46:00,80,-1,23:27:00
8,Alcazaba,-1,134,-1,242,-1,04:58:00,0,-1,12:45:00
9,San Juan De La Cruz,410,393,-1,398,-1,10:35:00,390,-1,00:11:00
10,Pz. de la Marina,324,131,-1,227,-1,09:47:00,0,-1,14:59:00
12,Tejón y Rodriguez,-1,92,-1,118,-1,17:31:00,26,-1,00:11:00
138,El Carmen,-1,-1,-1,-1,-1,17:31:00,-1,-1,17:31:00
139,Mármoles,-1,-1,-1,-1,-1,17:31:00,-1,-1,17:31:00
140,El Limonar,161,-1,-1,-1,-1,17:31:00,-1,-1,17:31:00
142,Bailén,-1,-1,-1,-1,-1,17:31:00,-1,-1,17:31:00
