dato,id,libres
OCUPACION,AL,270
OCUPACION,MA,217
OCUPACION,CA,280
OCUPACION,PA,79
OCUPACION,AN,503
OCUPACION,TE,123
OCUPACION,CE,323
OCUPACION,CY,372
OCUPACION,SJ,388
OCUPACION,PB,202
