dato,id,libres
OCUPACION,AL,93
OCUPACION,MA,0
OCUPACION,CA,56
OCUPACION,PA,45
OCUPACION,AN,311
OCUPACION,TE,40
OCUPACION,CE,137
OCUPACION,CY,230
OCUPACION,SJ,367
OCUPACION,PB,155
