id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,239,292,180,06:58:00,12:11:00
AN,379,508,180,04:19:00,12:46:00
CA,159,280,11,03:28:00,12:11:00
CE,210,318,51,02:55:00,12:11:00
CY,254,367,42,05:55:00,11:45:00
MA,119,235,1,05:24:00,17:57:00
PA,61,86,24,07:45:00,19:29:00
PB,197,217,164,07:22:00,11:45:00
SJ,313,386,179,00:17:00,10:59:00
TE,77,112,55,06:27:00,12:36:00
