poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,10:17:00,241,-1,10:17:00
2,Cervantes,-1,223,-1,333,-1,02:17:00,17,-1,12:56:00
3,El Palo,-1,72,-1,94,-1,07:58:00,35,-1,12:11:00
4,Av. de Andalucía,-1,377,-1,508,-1,06:39:00,104,-1,12:11:00
5,Camas,-1,157,-1,292,-1,06:29:00,0,-1,10:48:00
6,Cruz De Humilladero,100,82,-1,94,-1,23:29:00,44,-1,11:26:00
8,Alcazaba,-1,185,-1,282,-1,05:36:00,56,-1,19:45:00
9,San Juan De La Cruz,410,328,-1,391,-1,02:17:00,174,-1,11:43:00
10,Pz. de la Marina,324,131,-1,265,-1,06:49:00,0,-1,11:26:00
12,Tejón y Rodriguez,-1,103,-1,127,-1,07:25:00,73,-1,11:43:00
138,El Carmen,-1,-1,-1,-1,-1,10:17:00,-1,-1,10:17:00
139,Mármoles,-1,-1,-1,-1,-1,10:17:00,-1,-1,10:17:00
140,El Limonar,161,-1,-1,-1,-1,10:17:00,-1,-1,10:17:00
142,Bailén,-1,-1,-1,-1,-1,10:17:00,-1,-1,10:17:00
