dato,id,libres
OCUPACION,AL,209
OCUPACION,MA,185
OCUPACION,CA,205
OCUPACION,PA,85
OCUPACION,AN,506
OCUPACION,TE,19
OCUPACION,CE,306
OCUPACION,CY,387
OCUPACION,SJ,399
OCUPACION,PB,186
