dato,id,libres
OCUPACION,AL,207
OCUPACION,MA,149
OCUPACION,CA,253
OCUPACION,PA,80
OCUPACION,AN,467
OCUPACION,TE,75
OCUPACION,CE,300
OCUPACION,CY,354
OCUPACION,SJ,387
OCUPACION,PB,194
