id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,197,263,115,08:28:00,14:55:00
AN,378,498,171,07:23:00,12:26:00
CA,169,273,4,04:46:00,10:45:00
CE,292,338,242,05:50:00,14:10:00
CY,359,385,329,06:40:00,12:57:00
MA,126,227,5,02:25:00,14:45:00
PA,56,87,20,07:44:00,11:17:00
PB,155,205,62,08:48:00,15:14:00
SJ,348,374,309,07:23:00,12:14:00
TE,103,116,91,06:40:00,15:31:00
