id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,208,289,127,23:59:00,13:25:00
AN,379,507,141,00:17:00,12:25:00
CA,167,276,0,07:56:00,11:45:00
CE,206,293,28,00:17:00,12:55:00
CY,256,371,28,00:17:00,11:45:00
MA,121,252,0,07:56:00,10:25:00
PA,60,93,35,07:56:00,11:30:00
PB,194,211,161,07:56:00,11:17:00
SJ,322,393,157,22:13:00,11:30:00
TE,75,99,34,16:29:00,12:55:00
