poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,03:57:00,241,-1,03:57:00
2,Cervantes,-1,252,-1,307,-1,03:08:00,142,-1,15:18:00
3,El Palo,-1,57,-1,80,-1,03:57:00,11,-1,13:45:00
4,Av. de Andalucía,-1,410,-1,505,-1,07:57:00,272,-1,13:25:00
5,Camas,-1,105,-1,251,-1,04:55:00,0,-1,13:45:00
6,Cruz De Humilladero,100,84,-1,100,-1,23:25:00,67,-1,13:25:00
8,Alcazaba,-1,109,-1,247,-1,08:35:00,0,-1,22:25:00
9,San Juan De La Cruz,410,380,-1,389,-1,03:57:00,368,-1,19:56:00
10,Pz. de la Marina,324,78,-1,203,-1,07:47:00,0,-1,11:25:00
12,Tejón y Rodriguez,-1,51,-1,86,-1,09:55:00,0,-1,19:25:00
138,El Carmen,-1,-1,-1,-1,-1,03:57:00,-1,-1,03:57:00
139,Mármoles,-1,-1,-1,-1,-1,03:57:00,-1,-1,03:57:00
140,El Limonar,161,-1,-1,-1,-1,03:57:00,-1,-1,03:57:00
142,Bailén,-1,-1,-1,-1,-1,03:57:00,-1,-1,03:57:00
