dato,id,libres
OCUPACION,AL,60
OCUPACION,MA,15
OCUPACION,CA,87
OCUPACION,PA,70
OCUPACION,AN,472
OCUPACION,TE,28
OCUPACION,CE,281
OCUPACION,CY,359
OCUPACION,SJ,390
OCUPACION,PB,160
