dato,id,libres
OCUPACION,AL,275
OCUPACION,MA,250
OCUPACION,CA,268
OCUPACION,PA,79
OCUPACION,AN,472
OCUPACION,TE,117
OCUPACION,CE,326
OCUPACION,CY,362
OCUPACION,SJ,392
OCUPACION,PB,207
