dato,id,libres
OCUPACION,AL,170
OCUPACION,MA,1
OCUPACION,CA,67
OCUPACION,PA,53
OCUPACION,AN,229
OCUPACION,TE,54
OCUPACION,CE,84
OCUPACION,CY,55
OCUPACION,SJ,199
OCUPACION,PB,187
