id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,84,208,2,07:21:00,14:38:00
AN,418,503,326,08:28:00,13:55:00
CA,102,241,1,04:10:00,12:40:00
CE,225,307,136,07:43:00,21:55:00
CY,377,405,342,04:10:00,12:40:00
MA,66,204,0,06:04:00,20:51:00
PA,42,75,0,04:10:00,15:17:00
PB,92,192,0,06:04:00,12:19:00
SJ,391,394,387,17:55:00,13:45:00
TE,21,55,0,07:43:00,20:51:00
