dato,id,libres
OCUPACION,AL,61
OCUPACION,MA,1
OCUPACION,CA,34
OCUPACION,PA,45
OCUPACION,AN,266
OCUPACION,TE,69
OCUPACION,CE,192
OCUPACION,CY,280
OCUPACION,SJ,344
OCUPACION,PB,129
