id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,244,304,170,03:39:00,12:46:00
AN,376,511,137,03:39:00,12:11:00
CA,146,283,0,05:21:00,10:49:00
CE,225,326,65,05:35:00,12:36:00
CY,270,376,70,04:19:00,11:21:00
MA,107,230,0,04:59:00,10:39:00
PA,53,79,2,07:35:00,11:35:00
PB,189,219,101,06:48:00,13:46:00
SJ,321,389,159,00:18:00,11:45:00
TE,75,113,20,06:48:00,13:57:00
