poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,174,-1,237,-1,04:42:00,62,-1,12:14:00
2,Cervantes,414,55,-1,55,-1,00:05:00,55,-1,00:05:00
3,El Palo,129,6,-1,6,-1,00:05:00,6,-1,00:05:00
4,Av. de Andalucía,517,101,-1,101,-1,00:05:00,101,-1,00:05:00
5,Camas,-1,30,-1,30,-1,00:05:00,30,-1,00:05:00
6,Cruz De Humilladero,100,71,-1,88,-1,23:08:00,43,-1,19:12:00
8,Alcazaba,-1,45,-1,45,-1,00:05:00,45,-1,00:05:00
9,San Juan De La Cruz,410,363,-1,404,-1,23:22:00,277,-1,11:21:00
10,Pz. de la Marina,256,2,-1,2,-1,00:05:00,2,-1,00:05:00
12,Tejón y Rodriguez,-1,32,-1,32,-1,00:05:00,32,-1,00:05:00
138,El Carmen,-1,-1,-1,-1,-1,00:05:00,-1,-1,00:05:00
139,Mármoles,-1,-1,-1,-1,-1,00:05:00,-1,-1,00:05:00
140,El Limonar,161,-1,-1,-1,-1,00:05:00,-1,-1,00:05:00
142,Bailén,-1,-1,-1,-1,-1,00:05:00,-1,-1,00:05:00
