poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,08:35:00,241,-1,08:35:00
2,Cervantes,-1,205,-1,321,-1,05:56:00,24,-1,12:45:00
3,El Palo,-1,62,-1,83,-1,05:56:00,19,-1,11:30:00
4,Av. de Andalucía,-1,360,-1,505,-1,05:56:00,90,-1,12:25:00
5,Camas,-1,127,-1,274,-1,05:56:00,0,-1,12:55:00
6,Cruz De Humilladero,100,76,-1,94,-1,20:35:00,45,-1,12:35:00
8,Alcazaba,-1,131,-1,267,-1,05:56:00,6,-1,20:55:00
9,San Juan De La Cruz,410,327,-1,395,-1,00:28:00,165,-1,11:30:00
10,Pz. de la Marina,324,92,-1,257,-1,07:46:00,0,-1,21:46:00
12,Tejón y Rodriguez,-1,95,-1,130,-1,06:48:00,67,-1,11:30:00
138,El Carmen,-1,-1,-1,-1,-1,08:35:00,-1,-1,08:35:00
139,Mármoles,-1,-1,-1,-1,-1,08:35:00,-1,-1,08:35:00
140,El Limonar,161,-1,-1,-1,-1,08:35:00,-1,-1,08:35:00
142,Bailén,-1,-1,-1,-1,-1,08:35:00,-1,-1,08:35:00
