poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,177,-1,269,-1,05:52:00,72,-1,12:52:00
2,Cervantes,414,55,-1,55,-1,00:06:00,55,-1,00:06:00
3,El Palo,129,6,-1,6,-1,00:06:00,6,-1,00:06:00
4,Av. de Andalucía,517,101,-1,101,-1,00:06:00,101,-1,00:06:00
5,Camas,-1,30,-1,30,-1,00:06:00,30,-1,00:06:00
6,Cruz De Humilladero,100,74,-1,89,-1,04:56:00,55,-1,12:57:00
8,Alcazaba,-1,45,-1,45,-1,00:06:00,45,-1,00:06:00
9,San Juan De La Cruz,350,293,-1,340,-1,21:42:00,198,-1,10:55:00
10,Pz. de la Marina,256,2,-1,2,-1,00:06:00,2,-1,00:06:00
12,Tejón y Rodriguez,-1,32,-1,32,-1,00:06:00,32,-1,00:06:00
138,El Carmen,-1,-1,-1,-1,-1,00:06:00,-1,-1,00:06:00
139,Mármoles,-1,-1,-1,-1,-1,00:06:00,-1,-1,00:06:00
140,El Limonar,161,-1,-1,-1,-1,00:06:00,-1,-1,00:06:00
142,Bailén,-1,-1,-1,-1,-1,00:06:00,-1,-1,00:06:00
