dato,id,libres
OCUPACION,AL,116
OCUPACION,MA,0
OCUPACION,CA,7
OCUPACION,PA,26
OCUPACION,AN,141
OCUPACION,TE,41
OCUPACION,CE,8
OCUPACION,CY,39
OCUPACION,SJ,158
OCUPACION,PB,162
