poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,07:48:00,241,-1,07:48:00
2,Cervantes,-1,214,-1,321,-1,06:35:00,11,-1,12:46:00
3,El Palo,-1,66,-1,86,-1,07:48:00,41,-1,19:29:00
4,Av. de Andalucía,-1,365,-1,504,-1,06:35:00,110,-1,12:46:00
5,Camas,-1,176,-1,279,-1,07:13:00,4,-1,11:59:00
6,Cruz De Humilladero,100,76,-1,95,-1,22:16:00,49,-1,13:25:00
8,Alcazaba,-1,149,-1,278,-1,06:35:00,26,-1,19:59:00
9,San Juan De La Cruz,410,332,-1,396,-1,06:35:00,175,-1,11:48:00
10,Pz. de la Marina,324,112,-1,248,-1,07:13:00,0,-1,11:28:00
12,Tejón y Rodriguez,-1,84,-1,120,-1,07:38:00,54,-1,11:48:00
138,El Carmen,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
139,Mármoles,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
140,El Limonar,161,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
142,Bailén,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
