id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,234,289,170,06:48:00,11:19:00
AN,378,506,174,03:39:00,11:55:00
CA,157,296,13,02:56:00,12:55:00
CE,212,326,42,06:28:00,11:55:00
CY,253,370,37,05:22:00,11:45:00
MA,110,249,0,05:55:00,12:35:00
PA,69,89,48,07:46:00,11:30:00
PB,193,218,162,06:58:00,13:24:00
SJ,307,391,139,23:37:00,12:25:00
TE,77,113,42,06:58:00,20:25:00
