id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,86,230,0,06:41:00,20:54:00
AN,391,493,292,07:01:00,12:58:00
CA,132,228,11,06:41:00,12:29:00
CE,172,282,1,07:01:00,21:55:00
CY,360,391,329,07:01:00,12:58:00
MA,75,216,0,08:39:00,11:58:00
PA,26,74,0,07:01:00,11:58:00
PB,83,192,0,07:34:00,12:48:00
SJ,386,393,376,03:44:00,14:53:00
TE,43,74,0,10:53:00,21:41:00
