id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,193,279,149,03:22:00,13:12:00
AN,276,511,124,03:22:00,12:34:00
CA,127,290,5,01:00:00,11:16:00
CE,115,330,3,06:18:00,11:37:00
CY,146,374,18,05:21:00,12:34:00
MA,81,235,0,00:39:00,10:36:00
PA,44,84,19,04:29:00,12:34:00
PB,179,216,160,04:59:00,13:12:00
SJ,256,396,171,00:16:00,11:16:00
TE,71,108,41,06:39:00,12:34:00
