poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,11:49:00,241,-1,11:49:00
2,Cervantes,-1,251,-1,316,-1,07:59:00,113,-1,15:36:00
3,El Palo,-1,65,-1,82,-1,23:11:00,32,-1,12:55:00
4,Av. de Andalucía,-1,395,-1,494,-1,07:59:00,257,-1,19:28:00
5,Camas,-1,103,-1,253,-1,05:39:00,0,-1,15:46:00
6,Cruz De Humilladero,100,83,-1,92,-1,07:59:00,68,-1,15:36:00
8,Alcazaba,-1,117,-1,260,-1,09:38:00,0,-1,21:46:00
9,San Juan De La Cruz,410,378,-1,389,-1,23:58:00,346,-1,14:49:00
10,Pz. de la Marina,324,91,-1,241,-1,08:15:00,0,-1,14:59:00
12,Tejón y Rodriguez,-1,79,-1,120,-1,07:59:00,40,-1,21:56:00
138,El Carmen,-1,-1,-1,-1,-1,11:49:00,-1,-1,11:49:00
139,Mármoles,-1,-1,-1,-1,-1,11:49:00,-1,-1,11:49:00
140,El Limonar,161,-1,-1,-1,-1,11:49:00,-1,-1,11:49:00
142,Bailén,-1,-1,-1,-1,-1,11:49:00,-1,-1,11:49:00
