dato,id,libres
OCUPACION,AL,16
OCUPACION,MA,0
OCUPACION,CA,27
OCUPACION,PA,55
OCUPACION,AN,306
OCUPACION,TE,42
OCUPACION,CE,45
OCUPACION,CY,317
OCUPACION,SJ,358
OCUPACION,PB,111
