poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,17:13:00,241,-1,17:13:00
2,Cervantes,-1,212,-1,322,-1,05:46:00,41,-1,12:45:00
3,El Palo,-1,51,-1,82,-1,08:46:00,0,-1,11:36:00
4,Av. de Andalucía,-1,380,-1,507,-1,05:46:00,160,-1,12:45:00
5,Camas,-1,158,-1,322,-1,06:29:00,0,-1,10:55:00
6,Cruz De Humilladero,100,68,-1,90,-1,07:58:00,33,-1,19:16:00
8,Alcazaba,-1,157,-1,278,-1,05:46:00,37,-1,13:25:00
9,San Juan De La Cruz,410,327,-1,397,-1,06:29:00,171,-1,12:30:00
10,Pz. de la Marina,324,103,-1,222,-1,06:59:00,0,-1,13:25:00
12,Tejón y Rodriguez,-1,64,-1,97,-1,07:38:00,33,-1,13:45:00
138,El Carmen,-1,-1,-1,-1,-1,17:13:00,-1,-1,17:13:00
139,Mármoles,-1,-1,-1,-1,-1,17:13:00,-1,-1,17:13:00
140,El Limonar,161,-1,-1,-1,-1,17:13:00,-1,-1,17:13:00
142,Bailén,-1,-1,-1,-1,-1,17:13:00,-1,-1,17:13:00
