dato,id,libres
OCUPACION,AL,171
OCUPACION,MA,78
OCUPACION,CA,185
OCUPACION,PA,31
OCUPACION,AN,479
OCUPACION,TE,84
OCUPACION,CE,217
OCUPACION,CY,328
OCUPACION,SJ,385
OCUPACION,PB,84
