dato,id,libres
OCUPACION,AL,239
OCUPACION,MA,168
OCUPACION,CA,232
OCUPACION,PA,73
OCUPACION,AN,453
OCUPACION,TE,73
OCUPACION,CE,302
OCUPACION,CY,344
OCUPACION,SJ,389
OCUPACION,PB,167
