poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,154,-1,260,-1,02:00:00,81,-1,11:59:00
2,Cervantes,414,111,-1,300,-1,05:59:00,36,-1,10:50:00
3,El Palo,129,19,-1,62,-1,05:12:00,6,-1,12:39:00
4,Av. de Andalucía,517,214,-1,506,-1,05:59:00,101,-1,12:39:00
5,Camas,-1,98,-1,276,-1,05:59:00,0,-1,11:59:00
6,Cruz De Humilladero,100,73,-1,91,-1,22:32:00,59,-1,11:41:00
8,Alcazaba,-1,103,-1,238,-1,06:59:00,43,-1,12:20:00
9,San Juan De La Cruz,350,267,-1,340,-1,00:10:00,194,-1,10:56:00
10,Pz. de la Marina,256,81,-1,286,-1,06:59:00,0,-1,11:41:00
12,Tejón y Rodriguez,-1,49,-1,105,-1,06:59:00,32,-1,12:39:00
138,El Carmen,-1,-1,-1,-1,-1,00:10:00,-1,-1,00:10:00
139,Mármoles,-1,-1,-1,-1,-1,00:10:00,-1,-1,00:10:00
140,El Limonar,161,-1,-1,-1,-1,00:10:00,-1,-1,00:10:00
142,Bailén,-1,-1,-1,-1,-1,00:10:00,-1,-1,00:10:00
