id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,128,240,14,06:41:00,12:55:00
AN,389,508,199,06:55:00,12:26:00
CA,146,251,4,01:50:00,11:59:00
CE,219,343,66,06:41:00,13:14:00
CY,291,393,170,06:41:00,13:14:00
MA,96,238,0,06:41:00,19:15:00
PA,51,81,20,06:41:00,12:41:00
PB,160,203,126,06:41:00,19:55:00
SJ,329,396,204,23:35:00,12:55:00
TE,75,108,23,02:00:00,13:14:00
