id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,109,256,1,06:48:00,20:08:00
AN,291,510,79,06:48:00,21:21:00
CA,128,268,15,06:48:00,12:03:00
CE,225,323,57,05:04:00,12:52:00
CY,269,385,84,06:48:00,12:03:00
MA,78,242,0,05:04:00,11:04:00
PA,59,84,6,07:51:00,12:52:00
PB,133,204,40,07:51:00,11:04:00
SJ,335,395,227,02:01:00,12:03:00
TE,74,107,46,23:54:00,12:52:00
