id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,139,271,1,07:41:00,20:35:00
AN,391,498,240,05:35:00,18:58:00
CA,130,267,1,04:34:00,12:57:00
CE,273,315,186,08:15:00,15:19:00
CY,351,390,261,07:22:00,18:48:00
MA,100,224,0,07:41:00,15:19:00
PA,46,89,4,23:45:00,12:25:00
PB,149,196,1,05:35:00,14:59:00
SJ,377,394,341,23:45:00,15:55:00
TE,89,117,59,04:11:00,22:14:00
