id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,99,257,2,07:39:00,19:43:00
AN,246,472,29,03:38:00,13:01:00
CA,133,266,9,05:33:00,12:45:00
CE,230,328,119,07:39:00,14:59:00
CY,310,380,222,05:33:00,13:01:00
MA,76,233,0,05:33:00,13:01:00
PA,58,79,25,05:33:00,14:59:00
PB,145,194,3,03:38:00,14:59:00
SJ,350,390,310,05:33:00,12:15:00
TE,102,132,71,09:54:00,20:19:00
