poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,10:17:00,241,-1,10:17:00
2,Cervantes,-1,181,-1,303,-1,04:47:00,0,-1,11:48:00
3,El Palo,-1,52,-1,75,-1,07:47:00,11,-1,11:37:00
4,Av. de Andalucía,-1,321,-1,502,-1,06:39:00,78,-1,12:36:00
5,Camas,-1,104,-1,277,-1,05:46:00,0,-1,13:53:00
6,Cruz De Humilladero,100,68,-1,88,-1,22:36:00,21,-1,12:56:00
8,Alcazaba,-1,123,-1,281,-1,04:47:00,2,-1,19:23:00
9,San Juan De La Cruz,410,314,-1,386,-1,04:15:00,161,-1,11:37:00
10,Pz. de la Marina,324,107,-1,259,-1,06:39:00,0,-1,15:36:00
12,Tejón y Rodriguez,-1,83,-1,122,-1,07:25:00,37,-1,21:16:00
