id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,128,241,7,08:16:00,21:52:00
AN,413,498,312,03:53:00,13:31:00
CA,145,245,30,03:53:00,21:52:00
CE,262,325,152,08:16:00,15:11:00
CY,351,392,254,01:45:00,20:07:00
MA,87,214,9,08:16:00,15:11:00
PA,43,80,5,03:53:00,15:11:00
PB,94,190,0,03:53:00,15:11:00
SA,239,257,216,00:06:00,15:11:00
SJ,393,399,383,03:53:00,15:11:00
TE,76,106,44,08:16:00,21:52:00
