OCUPACION,AL,114
OCUPACION,MA,18
OCUPACION,CA,129
OCUPACION,PA,52
OCUPACION,AN,338
OCUPACION,TE,76
OCUPACION,CE,179
OCUPACION,CY,276
OCUPACION,SJ,313
OCUPACION,PB,192
