id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,149,280,44,06:29:00,19:55:00
AN,375,509,119,04:36:00,12:11:00
CA,168,295,2,05:28:00,11:31:00
CE,229,336,35,00:16:00,12:46:00
CY,264,367,71,05:18:00,11:45:00
MA,132,265,1,03:21:00,10:59:00
PA,62,87,32,07:55:00,19:35:00
PB,200,214,165,07:45:00,11:45:00
SJ,327,395,157,00:16:00,12:25:00
TE,84,113,41,23:38:00,12:36:00
