dato,id,libres
OCUPACION,AL,48
OCUPACION,MA,1
OCUPACION,CA,14
OCUPACION,PA,17
OCUPACION,AN,147
OCUPACION,TE,36
OCUPACION,CE,58
OCUPACION,CY,61
OCUPACION,SJ,166
OCUPACION,PB,143
