id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,202,288,113,06:18:00,13:11:00
AN,371,507,113,04:01:00,12:30:00
CA,151,281,0,01:36:00,11:15:00
CE,185,316,5,05:14:00,12:17:00
CY,260,380,45,06:18:00,11:15:00
MA,109,248,0,05:14:00,10:35:00
PA,59,89,14,07:12:00,19:59:00
PB,188,212,162,03:13:00,19:39:00
SJ,302,396,122,23:16:00,11:37:00
TE,68,122,4,06:18:00,13:11:00
