dato,id,libres
OCUPACION,AL,183
OCUPACION,MA,0
OCUPACION,CA,84
OCUPACION,PA,65
OCUPACION,AN,356
OCUPACION,TE,44
OCUPACION,CE,128
OCUPACION,CY,280
OCUPACION,SJ,260
OCUPACION,PB,192
