dato,id,libres
OCUPACION,AL,155
OCUPACION,MA,119
OCUPACION,CA,202
OCUPACION,PA,74
OCUPACION,AN,471
OCUPACION,TE,38
OCUPACION,CE,291
OCUPACION,CY,370
OCUPACION,SJ,390
OCUPACION,PB,190
