dato,id,libres
OCUPACION,AL,196
OCUPACION,MA,212
OCUPACION,CA,236
OCUPACION,PA,83
OCUPACION,AN,497
OCUPACION,TE,57
OCUPACION,CE,318
OCUPACION,CY,382
OCUPACION,SJ,399
OCUPACION,PB,195
