dato,id,libres
OCUPACION,AL,32
OCUPACION,MA,209
OCUPACION,CA,163
OCUPACION,PA,73
OCUPACION,AN,419
OCUPACION,TE,81
OCUPACION,CE,235
OCUPACION,CY,326
OCUPACION,SJ,392
OCUPACION,PB,194
