poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,07:48:00,241,-1,07:48:00
2,Cervantes,-1,197,-1,320,-1,05:56:00,0,-1,12:45:00
3,El Palo,-1,64,-1,88,-1,07:48:00,38,-1,11:46:00
4,Av. de Andalucía,-1,364,-1,499,-1,06:49:00,124,-1,12:30:00
5,Camas,-1,143,-1,267,-1,05:56:00,0,-1,12:30:00
6,Cruz De Humilladero,100,79,-1,98,-1,07:48:00,49,-1,12:15:00
8,Alcazaba,-1,146,-1,274,-1,05:56:00,7,-1,12:55:00
9,San Juan De La Cruz,410,325,-1,393,-1,01:27:00,190,-1,12:45:00
10,Pz. de la Marina,324,106,-1,260,-1,05:56:00,0,-1,13:46:00
12,Tejón y Rodriguez,-1,73,-1,108,-1,07:48:00,35,-1,12:45:00
138,El Carmen,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
139,Mármoles,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
140,El Limonar,161,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
142,Bailén,-1,-1,-1,-1,-1,07:48:00,-1,-1,07:48:00
