dato,id,libres
OCUPACION,AL,168
OCUPACION,MA,114
OCUPACION,CA,84
OCUPACION,PA,63
OCUPACION,AN,345
OCUPACION,TE,86
OCUPACION,CE,185
OCUPACION,CY,166
OCUPACION,SJ,270
OCUPACION,PB,199
