id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,83,221,0,05:55:00,20:38:00
AN,376,503,198,04:13:00,12:22:00
CA,134,273,3,05:30:00,11:39:00
CE,194,305,3,06:45:00,12:46:00
CY,281,390,97,06:45:00,12:22:00
MA,91,239,0,06:17:00,11:29:00
PA,62,92,20,08:20:00,11:49:00
PB,161,202,70,07:40:00,22:49:00
SJ,333,398,194,01:47:00,11:29:00
TE,63,99,23,07:29:00,22:49:00
