dato,id,libres
OCUPACION,AL,211
OCUPACION,MA,2
OCUPACION,CA,58
OCUPACION,PA,54
OCUPACION,AN,199
OCUPACION,TE,61
OCUPACION,CE,72
OCUPACION,CY,26
OCUPACION,SJ,184
OCUPACION,PB,151
