poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,241,-1,241,-1,04:36:00,241,-1,04:36:00
2,Cervantes,-1,179,-1,314,-1,04:00:00,0,-1,12:55:00
3,El Palo,-1,68,-1,85,-1,07:00:00,35,-1,12:55:00
4,Av. de Andalucía,-1,365,-1,503,-1,05:46:00,115,-1,13:25:00
5,Camas,-1,161,-1,293,-1,23:45:00,0,-1,11:36:00
6,Cruz De Humilladero,100,63,-1,93,-1,01:38:00,26,-1,12:45:00
8,Alcazaba,-1,145,-1,289,-1,00:48:00,0,-1,14:28:00
9,San Juan De La Cruz,410,316,-1,394,-1,07:00:00,154,-1,12:31:00
10,Pz. de la Marina,324,105,-1,228,-1,23:45:00,0,-1,12:45:00
12,Tejón y Rodriguez,-1,64,-1,104,-1,04:00:00,6,-1,12:55:00
138,El Carmen,-1,-1,-1,-1,-1,04:36:00,-1,-1,04:36:00
139,Mármoles,-1,-1,-1,-1,-1,04:36:00,-1,-1,04:36:00
140,El Limonar,161,-1,-1,-1,-1,04:36:00,-1,-1,04:36:00
142,Bailén,-1,-1,-1,-1,-1,04:36:00,-1,-1,04:36:00
