dato,id,libres
OCUPACION,AL,106
OCUPACION,MA,28
OCUPACION,CA,164
OCUPACION,PA,74
OCUPACION,AN,453
OCUPACION,TE,85
OCUPACION,CE,283
OCUPACION,CY,311
OCUPACION,SJ,393
OCUPACION,PB,190
