id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,130,248,0,07:57:00,15:15:00
AN,471,503,423,23:55:00,15:55:00
CA,185,251,46,23:55:00,15:15:00
CE,238,319,41,23:55:00,15:45:00
CY,369,401,317,23:55:00,13:18:00
MA,120,231,0,08:58:00,14:49:00
PA,59,90,0,21:58:00,14:49:00
PB,160,203,0,09:22:00,15:15:00
SJ,390,397,383,08:30:00,15:35:00
TE,98,122,48,13:18:00,00:37:00
