id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,151,292,29,06:55:00,12:56:00
AN,383,506,198,06:34:00,12:20:00
CA,169,304,1,06:34:00,12:36:00
CE,192,317,0,00:48:00,10:55:00
CY,260,392,17,06:17:00,12:56:00
MA,125,253,0,04:59:00,11:20:00
PA,68,89,24,07:45:00,11:39:00
PB,187,209,160,07:45:00,18:45:00
SJ,306,400,105,02:54:00,11:39:00
TE,110,152,63,06:34:00,12:56:00
