id,media_libres,max_libres,min_libres,max_time_libres,min_time_libres
AL,103,260,1,05:40:00,12:55:00
AN,360,503,144,05:55:00,12:55:00
CA,151,280,2,04:41:00,11:46:00
CE,191,334,24,05:55:00,12:32:00
CY,269,388,41,06:45:00,11:56:00
MA,99,252,0,05:55:00,11:35:00
PA,63,87,32,08:39:00,18:26:00
PB,175,208,134,07:45:00,18:55:00
SJ,311,397,164,23:47:00,11:46:00
TE,61,94,0,06:17:00,12:45:00
